848	 648	 369	 564	 651	
919	 301	 60	 517	 575	
844	 354	 252	 618	 683	
686	 144	 592	 817	 782	
703	 248	 127	 121	 126	
193	 957	 805	 728	 422	
528	 699	 447	 134	 18	
384	 222	 593	 126	 759	
858	 399	 623	 178	 498	
79	 48	 700	 870	 99	
461	 682	 489	 717	 489	
913	 144	 880	 142	 334	
562	 526	 58	 20	 83	
371	 712	 26	 110	 779	
588	 951	 141	 337	 429	
711	 678	 649	 259	 707	
113	 88	 525	 934	 595	
701	 139	 168	 998	 875	
303	 79	 706	 678	 526	
692	 126	 185	 12	 39	
665	 246	 461	 77	 213	
282	 913	 144	 752	 819	
643	 507	 89	 783	 290	
470	 533	 299	 187	 611	
126	 357	 201	 402	 518	
791	 576	 84	 464	 121	
827	 494	 663	 803	 632	
818	 1	 441	 898	 826	
418	 194	 178	 971	 664	
983	 554	 727	 20	 834	
893	 59	 384	 91	 88	
462	 733	 35	 220	 720	
594	 925	 541	 779	 308	
933	 694	 882	 530	 542	
917	 754	 743	 685	 843	
110	 702	 122	 521	 486	
909	 804	 967	 272	 989	
497	 428	 360	 193	 339	
175	 163	 880	 353	 625	
17	 208	 378	 198	 179	
689	 340	 631	 624	 728	
255	 25	 405	 674	 812	
418	 782	 603	 295	 437	
413	 164	 500	 65	 210	
907	 447	 185	 301	 196	
787	 376	 886	 849	 277	
936	 390	 178	 161	 369	
592	 208	 552	 895	 865	
62	 458	 525	 256	 315	
751	 851	 148	 539	 65	
567	 209	 17	 482	 194	
803	 42	 319	 273	 379	
591	 443	 307	 470	 191	
260	 252	 827	 78	 105	
991	 28	 99	 941	 558	
440	 124	 445	 741	 640	
997	 826	 511	 592	 876	
362	 758	 733	 89	 26	
72	 316	 655	 347	 817	
50	 288	 123	 797	 343	
947	 362	 378	 815	 837	
232	 586	 191	 941	 303	
709	 2	 771	 12	 537	
633	 236	 419	 418	 529	
417	 901	 103	 956	 338	
251	 763	 630	 706	 464	
179	 899	 731	 502	 439	
561	 879	 341	 63	 26	
820	 612	 331	 758	 680	
7	 479	 348	 956	 39	
843	 859	 275	 285	 403	
415	 408	 776	 935	 922	
108	 907	 362	 770	 64	
883	 962	 938	 8	 86	
970	 387	 220	 670	 74	
895	 177	 336	 587	 707	
385	 527	 785	 652	 504	
418	 15	 894	 414	 353	
170	 652	 143	 915	 995	
655	 589	 496	 550	 320	
484	 89	 906	 734	 860	
99	 36	 360	 102	 109	
612	 128	 78	 805	 856	
233	 703	 477	 989	 806	
20	 583	 810	 527	 422	
130	 211	 918	 69	 517	
587	 888	 358	 317	 295	
562	 736	 684	 645	 351	
577	 637	 835	 437	 102	
518	 131	 952	 204	 14	
63	 381	 288	 788	 834	
540	 134	 650	 129	 885	
203	 648	 109	 852	 895	
368	 807	 629	 202	 424	
847	 514	 489	 46	 393	
179	 144	 52	 552	 314	
776	 323	 449	 130	 525	
174	 706	 54	 703	 211	
261	 956	 990	 264	 445	
921	 258	 159	 309	 119	
688	 345	 377	 649	 770	
473	 111	 405	 147	 756	
192	 695	 977	 895	 535	
245	 553	 510	 579	 656	
692	 784	 949	 40	 962	
32	 338	 846	 811	 476	
760	 437	 872	 623	 500	
60	 521	 719	 432	 305	
145	 461	 203	 331	 468	
212	 918	 209	 848	 717	
889	 680	 376	 559	 7	
61	 493	 359	 281	 494	
846	 838	 88	 488	 39	
759	 894	 98	 4	 75	
562	 371	 783	 383	 930	
979	 4	 834	 97	 154	
455	 39	 224	 15	 919	
49	 940	 868	 54	 167	
620	 222	 699	 585	 918	
158	 173	 616	 614	 292	
229	 595	 23	 261	 98	
276	 635	 277	 54	 640	
121	 707	 469	 612	 67	
131	 951	 343	 222	 653	
870	 611	 832	 57	 946	
625	 335	 396	 551	 8	
702	 527	 967	 963	 807	
452	 702	 558	 917	 33	
165	 667	 901	 851	 993	
303	 413	 177	 788	 871	
767	 450	 287	 914	 472	
678	 747	 607	 708	 562	
290	 715	 999	 299	 818	
144	 596	 889	 58	 993	
40	 47	 336	 745	 199	
255	 117	 626	 579	 140	
720	 205	 895	 97	 966	
522	 561	 84	 527	 182	
593	 188	 699	 683	 506	
224	 551	 621	 324	 404	
642	 743	 961	 454	 85	
709	 924	 611	 453	 890	
459	 994	 875	 377	 760	
76	 798	 582	 49	 951	
784	 244	 159	 150	 773	
358	 6	 711	 856	 797	
677	 370	 847	 391	 117	
276	 34	 223	 671	 884	
454	 467	 708	 396	 891	
863	 810	 970	 475	 627	
298	 462	 808	 170	 79	
507	 488	 157	 957	 767	
64	 141	 972	 979	 256	
498	 530	 104	 555	 553	
990	 371	 151	 509	 215	
2	 435	 801	 896	 686	
599	 711	 297	 180	 526	
103	 331	 896	 628	 526	
729	 923	 547	 383	 517	
459	 200	 686	 24	 132	
767	 590	 494	 425	 80	
223	 736	 2	 604	 376	
350	 443	 906	 945	 304	
626	 4	 363	 160	 172	
340	 970	 363	 14	 780	
88	 777	 111	 777	 30	
40	 823	 311	 996	 418	
16	 915	 761	 56	 262	
284	 261	 25	 436	 327	
558	 996	 965	 729	 559	
379	 953	 297	 713	 76	
972	 585	 737	 811	 532	
160	 230	 283	 427	 945	
859	 662	 887	 500	 986	
20	 810	 365	 164	 505	
161	 329	 671	 164	 163	
672	 167	 378	 877	 854	
134	 448	 341	 655	 849	
322	 824	 277	 879	 590	
994	 646	 73	 955	 444	
914	 641	 571	 307	 115	
945	 727	 108	 775	 805	
340	 762	 732	 332	 341	
310	 552	 746	 424	 343	
523	 79	 379	 786	 350	
112	 205	 811	 517	 778	
67	 646	 393	 906	 261	
58	 825	 213	 888	 526	
71	 497	 594	 554	 740	
315	 884	 586	 83	 946	
799	 227	 518	 116	 427	
90	 716	 42	 518	 651	
44	 412	 313	 923	 904	
659	 768	 195	 793	 88	
180	 923	 454	 391	 624	
72	 449	 957	 79	 604	
55	 13	 675	 849	 803	
255	 466	 98	 764	 648	
692	 444	 870	 763	 942	
310	 718	 845	 220	 148	
504	 386	 950	 786	 844	
937	 812	 127	 383	 522	
47	 30	 507	 54	 219	
981	 992	 3	 403	 523	
383	 161	 238	 977	 204	
608	 525	 242	 391	 992	
583	 874	 147	 458	 783	
624	 54	 762	 1	 773	
117	 111	 540	 935	 988	
498	 417	 265	 233	 60	
354	 962	 978	 515	 659	
779	 637	 690	 722	 69	
240	 541	 896	 403	 383	
635	 176	 671	 297	 954	
525	 772	 336	 538	 954	
884	 348	 405	 238	 266	
822	 58	 719	 658	 979	
452	 311	 299	 388	 306	
74	 805	 669	 314	 144	
587	 674	 90	 335	 39	
425	 854	 388	 161	 613	
970	 834	 641	 812	 106	
789	 955	 58	 982	 926	
31	 396	 260	 676	 613	
415	 375	 989	 63	 147	
504	 230	 76	 858	 951	
688	 640	 540	 126	 380	
663	 739	 594	 244	 183	
937	 981	 872	 798	 853	
68	 710	 944	 688	 459	
688	 646	 946	 75	 616	
634	 243	 986	 349	 529	
120	 624	 557	 7	 804	
600	 502	 150	 830	 940	
497	 282	 935	 436	 363	
445	 309	 427	 79	 364	
376	 384	 949	 194	 288	
926	 50	 653	 725	 961	
791	 958	 341	 221	 749	
80	 559	 443	 969	 295	
655	 890	 202	 435	 712	
121	 886	 422	 682	 881	
455	 736	 416	 223	 931	
599	 223	 574	 478	 581	
117	 71	 39	 294	 749	
228	 993	 582	 660	 645	
869	 902	 602	 946	 122	
735	 325	 918	 514	 344	
159	 31	 366	 846	 666	
678	 46	 684	 59	 921	
443	 148	 102	 27	 549	
895	 458	 247	 946	 409	
928	 643	 16	 204	 148	
952	 92	 470	 285	 648	
987	 821	 497	 602	 451	
111	 111	 35	 622	 302	
25	 819	 506	 256	 477	
365	 839	 207	 969	 282	
743	 89	 922	 79	 512	
539	 559	 380	 842	 91	
443	 930	 526	 878	 301	
943	 290	 877	 691	 795	
582	 507	 957	 920	 982	
362	 532	 386	 838	 68	
359	 823	 269	 109	 948	
570	 476	 857	 997	 823	
219	 296	 500	 379	 800	
965	 281	 720	 2	 589	
346	 207	 182	 639	 116	
427	 354	 641	 268	 535	
522	 959	 781	 976	 633	
349	 932	 548	 750	 671	
194	 651	 714	 129	 395	
579	 778	 51	 984	 36	
149	 307	 517	 106	 496	
477	 21	 650	 44	 870	
106	 456	 986	 267	 545	
526	 422	 849	 297	 262	
523	 515	 631	 702	 402	
974	 720	 373	 984	 729	
911	 686	 631	 588	 954	
348	 88	 815	 380	 249	
18	 783	 100	 468	 732	
11	 224	 504	 988	 591	
193	 20	 734	 180	 504	
164	 624	 247	 118	 558	
863	 672	 546	 204	 614	
635	 842	 750	 409	 935	
354	 130	 455	 21	 458	
314	 932	 334	 662	 946	
933	 275	 894	 656	 336	
283	 15	 76	 524	 696	
619	 868	 412	 849	 450	
612	 76	 402	 272	 221	
27	 669	 929	 634	 260	
737	 43	 720	 857	 915	
611	 739	 270	 961	 118	
347	 505	 804	 328	 386	
507	 641	 435	 812	 496	
578	 555	 726	 228	 415	
718	 626	 141	 765	 84	
952	 984	 69	 372	 827	
346	 973	 993	 214	 211	
507	 321	 580	 84	 187	
932	 582	 990	 525	 25	
802	 699	 749	 871	 76	
760	 627	 566	 448	 694	
147	 497	 785	 207	 697	
92	 537	 648	 580	 895	
351	 564	 153	 221	 96	
48	 281	 179	 508	 111	
182	 95	 51	 695	 237	
676	 322	 773	 691	 58	
281	 412	 825	 394	 48	
452	 914	 506	 271	 50	
51	 37	 707	 424	 755	
9	 522	 567	 264	 694	
879	 558	 362	 378	 111	
121	 473	 235	 340	 498	
316	 679	 377	 649	 383	
575	 910	 312	 666	 65	
846	 689	 239	 352	 324	
938	 747	 133	 799	 308	
488	 685	 366	 288	 930	
784	 432	 6	 891	 502	
313	 785	 850	 343	 475	
743	 897	 66	 925	 125	
632	 649	 369	 610	 917	
65	 356	 744	 969	 855	
56	 486	 896	 213	 523	
810	 777	 369	 67	 198	
66	 736	 263	 752	 92	
773	 574	 32	 595	 140	
458	 63	 600	 962	 839	
748	 447	 936	 532	 14	
815	 258	 420	 396	 908	
191	 128	 517	 201	 169	
415	 909	 297	 620	 8	
56	 294	 446	 588	 732	
381	 980	 766	 671	 683	
188	 992	 962	 413	 20	
971	 87	 225	 816	 701	
276	 248	 881	 395	 627	
319	 382	 801	 847	 180	
42	 740	 975	 498	 80	
483	 349	 62	 804	 685	
431	 322	 445	 680	 674	
550	 1	 876	 48	 202	
168	 653	 866	 777	 108	
830	 339	 935	 258	 964	
347	 379	 667	 275	 388	
172	 619	 6	 80	 424	
260	 8	 669	 871	 786	
743	 704	 714	 395	 105	
448	 892	 239	 328	 846	
600	 223	 8	 187	 130	
238	 866	 149	 129	 848	
565	 914	 701	 561	 446	
873	 659	 21	 165	 889	
324	 784	 197	 817	 592	
287	 219	 578	 557	 391	
955	 275	 528	 589	 913	
683	 602	 569	 955	 742	
210	 75	 333	 458	 552	
921	 757	 527	 832	 481	
97	 185	 95	 316	 806	
383	 852	 49	 821	 826	
967	 225	 123	 360	 567	
732	 999	 549	 273	 844	
446	 251	 901	 659	 523	
195	 855	 552	 148	 889	
884	 291	 483	 297	 671	
156	 984	 501	 416	 770	
189	 765	 269	 518	 653	
883	 870	 307	 250	 309	
377	 106	 896	 519	 392	
609	 314	 254	 288	 393	
672	 452	 302	 669	 259	
241	 527	 79	 770	 715	
12	 74	 602	 394	 163	
637	 379	 708	 638	 719	
588	 360	 649	 200	 682	
121	 853	 854	 57	 165	
303	 797	 954	 778	 388	
640	 103	 797	 217	 363	
723	 85	 852	 3	 209	
182	 36	 119	 620	 537	
558	 961	 211	 14	 507	
721	 905	 974	 949	 506	
210	 907	 5	 951	 761	
525	 776	 686	 420	 857	
495	 458	 140	 637	 434	
455	 339	 569	 547	 190	
115	 881	 78	 614	 653	
203	 632	 187	 785	 347	
465	 168	 796	 54	 132	
562	 519	 973	 504	 695	
604	 621	 661	 417	 474	
814	 323	 724	 204	 172	
148	 63	 251	 634	 802	
41	 499	 663	 237	 750	
525	 99	 450	 117	 419	
578	 600	 453	 684	 930	
546	 591	 592	 995	 110	
8	 196	 264	 792	 482	
268	 561	 230	 341	 342	
959	 903	 634	 224	 479	
943	 611	 785	 349	 297	
83	 743	 885	 472	 195	
588	 628	 177	 886	 839	
170	 438	 54	 87	 195	
577	 236	 200	 388	 848	
692	 211	 486	 938	 878	
637	 653	 203	 255	 758	
621	 229	 897	 481	 372	
937	 634	 428	 332	 279	
764	 301	 402	 781	 884	
975	 882	 926	 781	 599	
607	 654	 859	 636	 12	
506	 719	 712	 391	 350	
569	 73	 131	 122	 298	
493	 52	 352	 827	 971	
656	 121	 207	 140	 41	
918	 818	 951	 764	 647	
945	 98	 344	 691	 806	
178	 597	 402	 489	 10	
950	 307	 622	 647	 607	
420	 335	 466	 67	 866	
721	 158	 532	 412	 766	
1	 370	 237	 235	 746	
918	 588	 2	 979	 420	
4	 831	 20	 841	 871	
686	 719	 268	 719	 99	
940	 39	 771	 669	 80	
26	 526	 279	 264	 221	
941	 17	 161	 580	 648	
299	 682	 183	 523	 649	
743	 975	 943	 0	 811	
92	 406	 859	 227	 584	
136	 192	 149	 306	 867	
49	 200	 114	 390	 73	
891	 872	 748	 410	 795	
410	 507	 511	 428	 97	
810	 321	 30	 117	 281	
614	 308	 449	 479	 112	
351	 257	 691	 37	 835	
489	 411	 537	 518	 201	
987	 350	 379	 192	 905	
120	 818	 715	 43	 985	
415	 432	 819	 976	 892	
691	 720	 338	 510	 949	
530	 443	 528	 447	 913	
192	 947	 381	 717	 69	
452	 576	 71	 356	 518	
776	 683	 631	 89	 685	
956	 817	 945	 156	 918	
747	 139	 535	 361	 285	
291	 591	 385	 533	 344	
385	 226	 726	 384	 20	
292	 468	 18	 153	 436	
415	 243	 205	 38	 414	
896	 684	 460	 429	 949	
590	 873	 668	 659	 532	
951	 157	 11	 362	 758	
171	 364	 840	 199	 441	
650	 544	 946	 464	 430	
252	 346	 110	 25	 756	
414	 273	 501	 955	 339	
19	 182	 302	 422	 631	
658	 555	 584	 465	 641	
88	 249	 372	 86	 817	
441	 829	 249	 288	 227	
859	 133	 27	 784	 874	
447	 408	 730	 466	 342	
63	 209	 956	 54	 681	
635	 997	 632	 805	 400	
665	 683	 693	 359	 876	
71	 972	 392	 246	 581	
797	 380	 599	 907	 521	
200	 757	 753	 935	 769	
675	 838	 884	 292	 764	
739	 568	 33	 439	 265	
599	 912	 540	 973	 392	
139	 480	 641	 160	 253	
200	 368	 520	 557	 749	
826	 924	 195	 476	 876	
796	 958	 416	 657	 320	
713	 681	 81	 534	 823	
688	 79	 890	 283	 712	
602	 637	 900	 182	 701	
998	 669	 681	 721	 575	
91	 983	 471	 266	 961	
113	 736	 379	 399	 799	
513	 579	 377	 930	 243	
106	 523	 760	 358	 389	
762	 373	 603	 514	 220	
480	 81	 278	 132	 633	
739	 606	 679	 719	 841	
449	 597	 860	 835	 342	
796	 708	 120	 160	 532	
588	 670	 106	 403	 697	
628	 661	 621	 82	 209	
345	 554	 613	 304	 663	
414	 643	 619	 603	 581	
602	 416	 314	 961	 455	
443	 524	 43	 565	 103	
395	 290	 340	 913	 634	
554	 745	 798	 103	 644	
779	 438	 506	 282	 622	
678	 446	 700	 893	 430	
210	 454	 729	 225	 369	
278	 846	 56	 890	 809	
813	 216	 58	 599	 810	
983	 326	 651	 481	 577	
680	 979	 812	 131	 874	
603	 806	 255	 210	 604	
407	 153	 736	 101	 751	
242	 125	 167	 351	 937	
494	 739	 136	 786	 97	
357	 204	 249	 983	 495	
705	 817	 447	 978	 912	
650	 317	 693	 217	 455	
458	 938	 708	 822	 173	
311	 549	 643	 663	 255	
228	 523	 485	 288	 110	
671	 73	 742	 459	 247	
504	 768	 371	 50	 139	
606	 621	 481	 735	 350	
663	 669	 910	 260	 735	
386	 604	 976	 317	 674	
967	 111	 198	 510	 852	
829	 568	 38	 98	 523	
725	 880	 954	 977	 343	
476	 604	 234	 857	 579	
368	 454	 44	 236	 808	
758	 278	 380	 621	 469	
899	 253	 645	 247	 702	
397	 473	 808	 659	 37	
929	 859	 569	 187	 445	
978	 707	 821	 826	 186	
736	 359	 379	 456	 405	
665	 12	 29	 729	 865	
756	 690	 887	 909	 272	
722	 922	 613	 96	 316	
499	 571	 547	 675	 63	
698	 719	 542	 430	 249	
55	 826	 826	 97	 929	
16	 814	 446	 437	 805	
791	 283	 429	 276	 47	
109	 612	 267	 653	 903	
775	 474	 224	 858	 327	
730	 989	 338	 946	 100	
848	 111	 755	 979	 548	
257	 73	 828	 812	 984	
245	 165	 810	 701	 587	
754	 547	 29	 397	 368	
274	 759	 38	 162	 75	
168	 641	 328	 7	 533	
742	 837	 66	 388	 699	
52	 35	 189	 94	 228	
12	 289	 710	 432	 94	
110	 361	 832	 461	 356	
434	 841	 435	 128	 490	
156	 773	 882	 586	 870	
992	 117	 606	 784	 164	
106	 704	 146	 126	 966	
140	 351	 351	 694	 239	
50	 422	 892	 55	 614	
117	 121	 628	 752	 715	
450	 864	 499	 9	 392	
493	 760	 532	 463	 893	
964	 614	 761	 954	 615	
223	 14	 712	 549	 219	
539	 455	 7	 681	 339	
442	 691	 110	 892	 599	
866	 724	 887	 123	 941	
693	 714	 418	 137	 897	
64	 845	 228	 758	 427	
650	 996	 715	 921	 94	
26	 540	 605	 783	 900	
488	 263	 32	 458	 577	
35	 859	 238	 330	 753	
66	 930	 250	 13	 809	
839	 570	 176	 550	 807	
949	 54	 211	 265	 170	
445	 389	 123	 196	 649	
335	 865	 577	 664	 769	
511	 212	 697	 442	 91	
325	 212	 28	 282	 283	
803	 575	 854	 310	 414	
442	 553	 966	 422	 941	
987	 635	 763	 528	 556	
742	 955	 478	 723	 876	
547	 732	 434	 774	 413	
288	 527	 230	 155	 275	
104	 478	 719	 531	 678	
775	 110	 332	 69	 858	
213	 585	 69	 533	 7	
780	 881	 414	 835	 734	
848	 740	 706	 333	 929	
968	 838	 608	 73	 302	
890	 727	 652	 71	 211	
799	 106	 516	 64	 903	
891	 488	 98	 648	 22	
734	 801	 238	 478	 124	
975	 55	 153	 207	 173	
217	 20	 970	 145	 53	
155	 498	 813	 285	 635	
614	 49	 536	 109	 643	
858	 925	 292	 894	 303	
871	 301	 855	 470	 949	
794	 711	 496	 731	 470	
700	 590	 646	 257	 423	
59	 371	 499	 573	 322	
718	 429	 928	 36	 220	
799	 362	 812	 861	 640	
831	 378	 276	 893	 94	
483	 924	 744	 726	 281	
910	 984	 980	 74	 171	
989	 600	 780	 833	 105	
420	 676	 139	 606	 461	
140	 44	 430	 305	 740	
254	 874	 105	 41	 672	
562	 919	 339	 696	 850	
121	 617	 339	 677	 150	
754	 385	 219	 633	 574	
474	 375	 415	 187	 758	
765	 28	 693	 28	 634	
531	 200	 209	 856	 630	
559	 622	 241	 763	 860	
493	 425	 226	 991	 760	
115	 987	 15	 2	 673	
275	 831	 975	 974	 92	
479	 288	 385	 466	 733	
880	 82	 443	 80	 834	
16	 20	 3	 118	 46	
939	 903	 744	 861	 666	
836	 93	 15	 705	 90	
507	 500	 704	 646	 126	
805	 539	 844	 50	 526	
812	 483	 53	 733	 817	
287	 218	 433	 194	 925	
504	 422	 577	 953	 183	
886	 583	 301	 493	 369	
774	 790	 326	 995	 874	
388	 9	 259	 714	 232	
496	 785	 806	 662	 881	
92	 606	 721	 592	 476	
558	 95	 712	 894	 576	
384	 113	 214	 760	 542	
193	 884	 158	 985	 438	
238	 401	 512	 690	 478	
174	 828	 832	 926	 686	
292	 908	 7	 648	 860	
466	 187	 512	 252	 770	
582	 581	 303	 660	 856	
550	 631	 360	 681	 578	
239	 696	 746	 856	 562	
733	 447	 409	 948	 667	
906	 551	 897	 225	 98	
591	 921	 751	 91	 721	
769	 946	 483	 708	 624	
942	 740	 354	 179	 636	
724	 497	 418	 280	 149	
659	 44	 566	 996	 631	
886	 787	 638	 106	 212	
127	 619	 70	 64	 29	
204	 240	 541	 490	 210	
35	 486	 855	 120	 233	
849	 926	 730	 279	 451	
235	 218	 515	 987	 52	
850	 587	 784	 597	 1	
234	 337	 126	 692	 591	
731	 164	 615	 541	 560	
162	 700	 518	 327	 315	
166	 637	 164	 677	 525	
98	 765	 371	 406	 289	
323	 269	 205	 295	 899	
722	 556	 745	 43	 543	
552	 990	 179	 256	 431	
218	 978	 121	 720	 959	
580	 380	 870	 357	 700	
711	 910	 924	 258	 373	
996	 315	 551	 332	 783	
922	 914	 584	 658	 242	
609	 818	 837	 955	 218	
504	 119	 11	 670	 454	
471	 585	 315	 559	 259	
855	 53	 404	 639	 12	
314	 162	 823	 176	 463	
918	 487	 559	 375	 877	
595	 896	 732	 416	 175	
903	 280	 976	 595	 479	
533	 31	 20	 399	 134	
778	 876	 675	 588	 38	
904	 649	 206	 35	 401	
241	 286	 173	 416	 783	
416	 729	 199	 377	 21	
188	 812	 600	 300	 684	
130	 644	 131	 338	 48	
424	 210	 990	 45	 27	
719	 238	 681	 45	 498	
219	 957	 599	 914	 63	
73	 530	 591	 390	 844	
249	 339	 85	 477	 75	
743	 874	 324	 700	 124	
278	 421	 448	 477	 803	
818	 532	 409	 681	 672	
566	 574	 284	 250	 927	
512	 50	 126	 445	 952	
376	 439	 18	 800	 671	
547	 978	 325	 62	 560	
332	 344	 92	 862	 565	
568	 772	 607	 553	 217	
273	 405	 517	 229	 807	
238	 991	 348	 458	 110	
594	 898	 0	 754	 142	
689	 867	 600	 180	 920	
387	 660	 526	 630	 719	
944	 105	 259	 935	 173	
935	 696	 88	 417	 548	
768	 255	 628	 107	 586	
216	 214	 881	 887	 475	
20	 478	 596	 78	 473	
756	 943	 394	 238	 970	
67	 725	 795	 804	 763	
790	 745	 332	 385	 122	
936	 320	 866	 658	 794	
994	 475	 870	 138	 129	
807	 820	 847	 462	 903	
913	 309	 545	 630	 514	
571	 497	 735	 632	 504	
341	 6	 643	 734	 672	
755	 211	 704	 842	 127	
600	 300	 42	 339	 853	
78	 472	 694	 871	 207	
736	 131	 960	 599	 710	
968	 426	 112	 902	 211	
29	 529	 615	 523	 607	
444	 639	 776	 763	 978	
969	 170	 874	 465	 126	
166	 403	 872	 420	 445	
707	 881	 220	 284	 32	
901	 216	 613	 735	 786	
523	 997	 345	 982	 418	
262	 643	 564	 616	 804	
318	 482	 605	 711	 864	
614	 718	 879	 890	 869	
825	 338	 343	 870	 844	
838	 87	 974	 567	 704	
314	 181	 596	 401	 501	
514	 724	 338	 773	 988	
574	 340	 539	 683	 388	
104	 582	 665	 115	 426	
576	 286	 252	 258	 576	
413	 64	 908	 296	 103	
145	 980	 99	 274	 963	
242	 316	 169	 611	 877	
750	 614	 400	 857	 635	
759	 510	 327	 265	 463	
934	 516	 384	 99	 189	
968	 80	 217	 396	 891	
724	 341	 602	 41	 887	
732	 995	 404	 861	 125	
712	 993	 102	 275	 293	
202	 202	 184	 425	 311	
189	 696	 511	 93	 756	
385	 166	 861	 392	 53	
625	 864	 897	 196	 431	
836	 861	 669	 595	 169	
86	 413	 792	 103	 531	
878	 231	 142	 279	 926	
216	 686	 815	 95	 970	
549	 324	 520	 731	 395	
718	 385	 10	 285	 754	
562	 570	 926	 363	 176	
625	 970	 370	 1	 694	
992	 283	 557	 197	 110	
791	 995	 285	 182	 701	
649	 287	 17	 291	 946	
34	 707	 211	 937	 413	
287	 967	 440	 990	 733	
371	 470	 830	 720	 598	
66	 852	 645	 771	 942	
630	 389	 825	 552	 410	
16	 127	 466	 645	 338	
940	 434	 127	 346	 909	
657	 266	 995	 603	 400	
137	 529	 298	 378	 833	
419	 994	 772	 176	 447	
670	 662	 401	 590	 82	
41	 200	 127	 120	 547	
915	 154	 182	 738	 739	
700	 512	 47	 383	 41	
780	 984	 938	 278	 512	
885	 838	 804	 932	 979	
940	 780	 116	 529	 545	
986	 650	 298	 303	 981	
299	 929	 472	 515	 493	
418	 680	 598	 634	 353	
387	 742	 712	 263	 378	
593	 842	 200	 34	 643	
918	 766	 102	 281	 457	
58	 238	 877	 318	 442	
784	 993	 281	 363	 404	
157	 672	 278	 517	 205	
8	 491	 654	 446	 575	
602	 82	 706	 122	 793	
125	 539	 308	 359	 691	
534	 470	 656	 790	 88	
435	 469	 985	 364	 378	
532	 65	 857	 306	 225	
738	 792	 791	 252	 228	
763	 574	 626	 615	 466	
579	 349	 624	 75	 687	
282	 446	 152	 244	 962	
23	 60	 569	 702	 402	
629	 434	 439	 326	 676	
784	 523	 884	 117	 943	
313	 252	 813	 99	 157	
327	 165	 475	 825	 412	
600	 187	 32	 313	 637	
305	 413	 67	 777	 469	
42	 134	 924	 600	 474	
439	 727	 459	 808	 17	
145	 589	 975	 33	 893	
67	 786	 556	 853	 717	
529	 107	 36	 876	 23	
723	 530	 853	 56	 448	
851	 128	 278	 679	 764	
702	 875	 68	 23	 424	
347	 70	 401	 886	 116	
277	 207	 879	 518	 367	
152	 937	 902	 860	 863	
626	 323	 312	 658	 910	
506	 776	 51	 171	 418	
239	 485	 514	 264	 204	
430	 796	 319	 804	 718	
631	 669	 209	 762	 797	
182	 968	 893	 528	 132	
636	 650	 49	 997	 218	
922	 188	 510	 537	 572	
599	 365	 472	 144	 217	
640	 247	 198	 463	 45	
19	 432	 304	 720	 465	
160	 34	 899	 495	 752	
510	 709	 227	 806	 539	
993	 311	 225	 275	 644	
136	 815	 826	 599	 86	
831	 813	 298	 601	 919	
84	 206	 749	 846	 38	
678	 20	 727	 899	 346	
103	 593	 163	 765	 78	
982	 387	 862	 407	 829	
640	 474	 356	 274	 613	
479	 921	 602	 219	 433	
661	 634	 989	 501	 972	
537	 261	 117	 706	 28	
561	 586	 301	 155	 641	
72	 45	 447	 419	 594	
578	 252	 598	 44	 600	
410	 989	 782	 777	 630	
