RequesterAnnotation,Title,WorkerId,RequesterFeedback,CreationTime,AssignmentDurationInSeconds,AcceptTime,HITId,Reject,RejectionTime,Answer.words4,ApprovalTime,Description,Last30DaysApprovalRate,AutoApprovalTime,Input.sentence4,Input.sentence5,Input.sentence1,Input.sentence2,Input.sentence3,AssignmentStatus,Answer.words5,NumberOfSimilarHITs,AssignmentId,WorkTimeInSeconds,Input.docid1,HITTypeId,Input.docid3,Input.docid2,Input.docid5,Expiration,Reward,Approve,LifetimeInSeconds,Input.sentenceid2,Input.sentenceid5,Input.sentenceid4,Input.sentenceid3,AutoApprovalDelayInSeconds,MaxAssignments,Answer.score3,Answer.score2,Answer.score1,Answer.score5,Answer.score4,SubmitTime,Input.sentenceid1,Keywords,Answer.words1,Answer.words2,Answer.words3,Last7DaysApprovalRate,LifetimeApprovalRate,Input.docid4
BatchId:2770132;OriginalHitTemplateId:920937305;,(EASY TASK) Select vague words from sentences,A1X8NOSFZ9ABFC,Many of the words entered are not vague terms.,Mon Apr 17 18:31:14 PDT 2017,432000,Sat Apr 22 09:34:11 PDT 2017,382GHPVPHSCBIG40Y954MMDU2A543P,,Tue Apr 25 10:59:18 PDT 2017,administrative issues,,"Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.",0% (0/0),Sat Apr 29 09:36:07 PDT 2017,"Make communications necessary to notify you regarding security , privacy , and administrative issues ; and","Barnes & Noble DOES NOT SELL OR RENT YOUR PERSONAL INFORMATION TO THIRD PARTIES provided that your data may be transferred to or shared with a third party as part of a sale , merger , or acquisition of Barnes & Noble or one of its affilliates ( see `` Sales , Mergers , and Acquisitions '' below ) .","Barnes & Noble uses your personal information to provide you with a superior customer experience and , as necessary , to administer our business .","Administer sweepstakes , contests , promotions or surveys and provide appropriate notifications ;","Communicate with you about special offers , events , or new products or services that may be of interest to you ;",Rejected,transferred,,3LKC68YZ3BOF0RE0HF0HT1QGXC4OWM,116,298,370L63GT3D60H5L6G0NFZL7USOZ18V,298,298,298,Mon May 08 20:28:07 PDT 2017,$0.05,,,31671,31678,31674,31672,604800,9,2,3,3,5,3,Sat Apr 22 09:36:07 PDT 2017,31665,"vague, ambiguous, privacy policy",personal information,notifications,notifications,0% (0/0),0% (0/16),298
BatchId:2770132;OriginalHitTemplateId:920937305;,(EASY TASK) Select vague words from sentences,A2GD3CRFIEENJS,,Mon Apr 17 18:31:14 PDT 2017,432000,Fri Apr 21 09:09:07 PDT 2017,382GHPVPHSCBIG40Y954MMDU2A543P,,,necessary,Tue Apr 25 10:59:21 PDT 2017,"Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.",100% (118/118),Fri Apr 28 09:11:11 PDT 2017,"Make communications necessary to notify you regarding security , privacy , and administrative issues ; and","Barnes & Noble DOES NOT SELL OR RENT YOUR PERSONAL INFORMATION TO THIRD PARTIES provided that your data may be transferred to or shared with a third party as part of a sale , merger , or acquisition of Barnes & Noble or one of its affilliates ( see `` Sales , Mergers , and Acquisitions '' below ) .","Barnes & Noble uses your personal information to provide you with a superior customer experience and , as necessary , to administer our business .","Administer sweepstakes , contests , promotions or surveys and provide appropriate notifications ;","Communicate with you about special offers , events , or new products or services that may be of interest to you ;",Approved,"personal information, third parties, may, affiliates",,3TE22NPXPCXZNWLYOPFPKB1KWOX44Q,124,298,370L63GT3D60H5L6G0NFZL7USOZ18V,298,298,298,Mon May 08 20:28:07 PDT 2017,$0.05,,,31671,31678,31674,31672,604800,9,2,2,3,5,2,Fri Apr 21 09:11:11 PDT 2017,31665,"vague, ambiguous, privacy policy","personal information, as necessary",appropriate,may,100% (4/4),100% (786/786),298
BatchId:2770132;OriginalHitTemplateId:920937305;,(EASY TASK) Select vague words from sentences,A1Q54T3ZASUHBR,Not vague terms.,Mon Apr 17 18:31:14 PDT 2017,432000,Wed Apr 19 16:02:55 PDT 2017,382GHPVPHSCBIG40Y954MMDU2A543P,,Tue Apr 25 10:59:13 PDT 2017,"regarding, administrative, issues, make",,"Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.",0% (0/0),Wed Apr 26 16:04:57 PDT 2017,"Make communications necessary to notify you regarding security , privacy , and administrative issues ; and","Barnes & Noble DOES NOT SELL OR RENT YOUR PERSONAL INFORMATION TO THIRD PARTIES provided that your data may be transferred to or shared with a third party as part of a sale , merger , or acquisition of Barnes & Noble or one of its affilliates ( see `` Sales , Mergers , and Acquisitions '' below ) .","Barnes & Noble uses your personal information to provide you with a superior customer experience and , as necessary , to administer our business .","Administer sweepstakes , contests , promotions or surveys and provide appropriate notifications ;","Communicate with you about special offers , events , or new products or services that may be of interest to you ;",Rejected,{},,3TUI152ZZC8PK2BDZ430PGVMGTE1QV,122,298,370L63GT3D60H5L6G0NFZL7USOZ18V,298,298,298,Mon May 08 20:28:07 PDT 2017,$0.05,,,31671,31678,31674,31672,604800,9,1,3,2,1,4,Wed Apr 19 16:04:57 PDT 2017,31665,"vague, ambiguous, privacy policy","administer, personal information","administer, appropriate",{},0% (0/0),0% (0/1),298
BatchId:2770132;OriginalHitTemplateId:920937305;,(EASY TASK) Select vague words from sentences,A1SRZS6KSA5887,,Mon Apr 17 18:31:14 PDT 2017,432000,Wed Apr 26 06:56:27 PDT 2017,382GHPVPHSCBIG40Y954MMDU2A543P,,,communications,Mon May 01 20:27:59 PDT 2017,"Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.",0% (0/0),Wed May 03 06:57:44 PDT 2017,"Make communications necessary to notify you regarding security , privacy , and administrative issues ; and","Barnes & Noble DOES NOT SELL OR RENT YOUR PERSONAL INFORMATION TO THIRD PARTIES provided that your data may be transferred to or shared with a third party as part of a sale , merger , or acquisition of Barnes & Noble or one of its affilliates ( see `` Sales , Mergers , and Acquisitions '' below ) .","Barnes & Noble uses your personal information to provide you with a superior customer experience and , as necessary , to administer our business .","Administer sweepstakes , contests , promotions or surveys and provide appropriate notifications ;","Communicate with you about special offers , events , or new products or services that may be of interest to you ;",Approved,"sell, rent, transferred",,3YOH7BII0ASJVBTGTD3S0IQT66GVK3,77,298,370L63GT3D60H5L6G0NFZL7USOZ18V,298,298,298,Mon May 08 20:28:07 PDT 2017,$0.05,,,31671,31678,31674,31672,604800,9,2,3,2,3,2,Wed Apr 26 06:57:44 PDT 2017,31665,"vague, ambiguous, privacy policy","superior, administer","administer, appropriate",communicate,0% (0/0),100% (160/160),298
BatchId:2770132;OriginalHitTemplateId:920937305;,(EASY TASK) Select vague words from sentences,A2GD3CRFIEENJS,,Mon Apr 17 18:31:14 PDT 2017,432000,Fri Apr 21 19:48:04 PDT 2017,385MDVINFC0YCWP9B03AXLDAI0PWJE,,,"personal information, may",Tue Apr 25 10:59:32 PDT 2017,"Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.",100% (118/118),Fri Apr 28 19:50:06 PDT 2017,We provide personal information to our partners that provide product and service offerings or technologies that we think may be of interest to you .,Our partnerships may also result in products and services that allow you to publish Digital Content that may be shared with our partners .,Many of our customers purchase items from us both online and in our stores .,"In addition , Barnes & Noble owns and operates other operations and businesses and we share and use your personal information with our other business units and operations and may continue to do so even after such business units or operations are sold .","We share your personal information within the Barnes & Noble enterprise ( i ) to help to ensure that you have a superior shopping or browsing experience no matter where you choose to shop or browse with us , ( ii ) to provide customer support and related services , ( iii ) to provide other services and products that might be of interest to you , ( iv ) to provide and/or manage certain cross-company promotions or programs ( e.g . to honor your Barnes & Noble Member Program rewards ) , ( v ) to facilitate purchases of Devices or content ( or other products ) from within the Barnes & Noble enterprise , ( vi ) if we provide you with in store services and/or customer support for Devices and content , ( vii ) in connection with our commercial arrangements and business relationships within the Barnes & Noble enterprise , and ( viii ) as otherwise reasonably determined to provide a comprehensive retail and digital content experience for our joint customers .",Approved,may,,31LM9EDVOMDBCMEP91HPPMW354IJNV,122,298,370L63GT3D60H5L6G0NFZL7USOZ18V,298,298,298,Tue May 02 10:59:08 PDT 2017,$0.05,,,31682,31685,31684,31683,604800,9,4,5,2,3,3,Fri Apr 21 19:50:06 PDT 2017,31681,"vague, ambiguous, privacy policy",many,"personal information, other, may","personal information, other",100% (4/4),100% (786/786),298
BatchId:2770132;OriginalHitTemplateId:920937305;,(EASY TASK) Select vague words from sentences,ANT2V756NAX5X,,Mon Apr 17 18:31:14 PDT 2017,432000,Sat Apr 22 14:13:05 PDT 2017,385MDVINFC0YCWP9B03AXLDAI0PWJE,,,May,Tue Apr 25 10:59:51 PDT 2017,"Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.",0% (0/0),Sat Apr 29 14:14:37 PDT 2017,We provide personal information to our partners that provide product and service offerings or technologies that we think may be of interest to you .,Our partnerships may also result in products and services that allow you to publish Digital Content that may be shared with our partners .,Many of our customers purchase items from us both online and in our stores .,"In addition , Barnes & Noble owns and operates other operations and businesses and we share and use your personal information with our other business units and operations and may continue to do so even after such business units or operations are sold .","We share your personal information within the Barnes & Noble enterprise ( i ) to help to ensure that you have a superior shopping or browsing experience no matter where you choose to shop or browse with us , ( ii ) to provide customer support and related services , ( iii ) to provide other services and products that might be of interest to you , ( iv ) to provide and/or manage certain cross-company promotions or programs ( e.g . to honor your Barnes & Noble Member Program rewards ) , ( v ) to facilitate purchases of Devices or content ( or other products ) from within the Barnes & Noble enterprise , ( vi ) if we provide you with in store services and/or customer support for Devices and content , ( vii ) in connection with our commercial arrangements and business relationships within the Barnes & Noble enterprise , and ( viii ) as otherwise reasonably determined to provide a comprehensive retail and digital content experience for our joint customers .",Approved,May,,3B3WTRP3DCNQHOCN16SS84F2Y6Z92N,92,298,370L63GT3D60H5L6G0NFZL7USOZ18V,298,298,298,Tue May 02 10:59:08 PDT 2017,$0.05,,,31682,31685,31684,31683,604800,9,3,5,2,2,3,Sat Apr 22 14:14:37 PDT 2017,31681,"vague, ambiguous, privacy policy",Many,"Other, share, use,may",Otherwise,0% (0/0),91% (148/162),298
BatchId:2770132;OriginalHitTemplateId:920937305;,(EASY TASK) Select vague words from sentences,A1FYSH75E3MEHP,Not vague terms.,Mon Apr 17 18:31:14 PDT 2017,432000,Sat Apr 22 13:12:56 PDT 2017,385MDVINFC0YCWP9B03AXLDAI0PWJE,,Tue Apr 25 10:59:08 PDT 2017,"personal information, our partners",,"Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.",0% (0/0),Sat Apr 29 13:20:44 PDT 2017,We provide personal information to our partners that provide product and service offerings or technologies that we think may be of interest to you .,Our partnerships may also result in products and services that allow you to publish Digital Content that may be shared with our partners .,Many of our customers purchase items from us both online and in our stores .,"In addition , Barnes & Noble owns and operates other operations and businesses and we share and use your personal information with our other business units and operations and may continue to do so even after such business units or operations are sold .","We share your personal information within the Barnes & Noble enterprise ( i ) to help to ensure that you have a superior shopping or browsing experience no matter where you choose to shop or browse with us , ( ii ) to provide customer support and related services , ( iii ) to provide other services and products that might be of interest to you , ( iv ) to provide and/or manage certain cross-company promotions or programs ( e.g . to honor your Barnes & Noble Member Program rewards ) , ( v ) to facilitate purchases of Devices or content ( or other products ) from within the Barnes & Noble enterprise , ( vi ) if we provide you with in store services and/or customer support for Devices and content , ( vii ) in connection with our commercial arrangements and business relationships within the Barnes & Noble enterprise , and ( viii ) as otherwise reasonably determined to provide a comprehensive retail and digital content experience for our joint customers .",Rejected,"our partnerships, digital content, our partners",,3GGAI1SQEWJIMQNJN8L3P3U8AWHCMW,468,298,370L63GT3D60H5L6G0NFZL7USOZ18V,298,298,298,Tue May 02 10:59:08 PDT 2017,$0.05,,,31682,31685,31684,31683,604800,9,4,4,1,3,2,Sat Apr 22 13:20:44 PDT 2017,31681,"vague, ambiguous, privacy policy","our, us","other, our, operations, such, units","personal information, content experience,  superior experience, commercial arrangements, business relaitonships",0% (0/0),0% (0/1),298
BatchId:2770132;OriginalHitTemplateId:920937305;,(EASY TASK) Select vague words from sentences,A3OMI0OECJ6PX3,Missed a lot of vague terms,Mon Apr 17 18:31:14 PDT 2017,432000,Tue Apr 25 19:41:11 PDT 2017,385MDVINFC0YCWP9B03AXLDAI0PWJE,,Mon May 01 20:28:07 PDT 2017,{},,"Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.",0% (0/0),Tue May 02 19:44:43 PDT 2017,We provide personal information to our partners that provide product and service offerings or technologies that we think may be of interest to you .,Our partnerships may also result in products and services that allow you to publish Digital Content that may be shared with our partners .,Many of our customers purchase items from us both online and in our stores .,"In addition , Barnes & Noble owns and operates other operations and businesses and we share and use your personal information with our other business units and operations and may continue to do so even after such business units or operations are sold .","We share your personal information within the Barnes & Noble enterprise ( i ) to help to ensure that you have a superior shopping or browsing experience no matter where you choose to shop or browse with us , ( ii ) to provide customer support and related services , ( iii ) to provide other services and products that might be of interest to you , ( iv ) to provide and/or manage certain cross-company promotions or programs ( e.g . to honor your Barnes & Noble Member Program rewards ) , ( v ) to facilitate purchases of Devices or content ( or other products ) from within the Barnes & Noble enterprise , ( vi ) if we provide you with in store services and/or customer support for Devices and content , ( vii ) in connection with our commercial arrangements and business relationships within the Barnes & Noble enterprise , and ( viii ) as otherwise reasonably determined to provide a comprehensive retail and digital content experience for our joint customers .",Rejected,{},,3QAVNHZ3ENPANT803IOXJVPVAVGLAP,212,298,370L63GT3D60H5L6G0NFZL7USOZ18V,298,298,298,Tue May 02 10:59:08 PDT 2017,$0.05,,,31682,31685,31684,31683,604800,9,2,1,1,1,1,Tue Apr 25 19:44:43 PDT 2017,31681,"vague, ambiguous, privacy policy",{},{},comprehensive,0% (0/0),0% (0/20),298
BatchId:2770132;OriginalHitTemplateId:920937305;,(EASY TASK) Select vague words from sentences,AQ9JLFRJ9YTHJ,Not vague terms,Mon Apr 17 18:31:14 PDT 2017,432000,Fri Apr 28 13:56:35 PDT 2017,385MDVINFC0YCWP9B03AXLDAI0PWJE,,Mon May 01 20:28:11 PDT 2017,{},,"Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.",0% (0/0),Fri May 05 13:58:07 PDT 2017,We provide personal information to our partners that provide product and service offerings or technologies that we think may be of interest to you .,Our partnerships may also result in products and services that allow you to publish Digital Content that may be shared with our partners .,Many of our customers purchase items from us both online and in our stores .,"In addition , Barnes & Noble owns and operates other operations and businesses and we share and use your personal information with our other business units and operations and may continue to do so even after such business units or operations are sold .","We share your personal information within the Barnes & Noble enterprise ( i ) to help to ensure that you have a superior shopping or browsing experience no matter where you choose to shop or browse with us , ( ii ) to provide customer support and related services , ( iii ) to provide other services and products that might be of interest to you , ( iv ) to provide and/or manage certain cross-company promotions or programs ( e.g . to honor your Barnes & Noble Member Program rewards ) , ( v ) to facilitate purchases of Devices or content ( or other products ) from within the Barnes & Noble enterprise , ( vi ) if we provide you with in store services and/or customer support for Devices and content , ( vii ) in connection with our commercial arrangements and business relationships within the Barnes & Noble enterprise , and ( viii ) as otherwise reasonably determined to provide a comprehensive retail and digital content experience for our joint customers .",Rejected,{},,3SB4CE2TJWG5NNPPH1RLUPKIHBSXA3,92,298,370L63GT3D60H5L6G0NFZL7USOZ18V,298,298,298,Tue May 02 10:59:08 PDT 2017,$0.05,,,31682,31685,31684,31683,604800,9,2,2,1,1,1,Fri Apr 28 13:58:07 PDT 2017,31681,"vague, ambiguous, privacy policy",{},and businesses,"Devices, commercial arrangements",0% (0/0),92% (22/24),298
BatchId:2770132;OriginalHitTemplateId:920937305;,(EASY TASK) Select vague words from sentences,AW5IETRDN8ZGC,Not vague terms,Mon Apr 17 18:31:14 PDT 2017,432000,Sat Apr 22 18:20:41 PDT 2017,385MDVINFC0YCWP9B03AXLDAI0PWJE,,Tue Apr 25 10:59:55 PDT 2017,"personal information, partners",,"Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.",0% (0/0),Sat Apr 29 18:29:45 PDT 2017,We provide personal information to our partners that provide product and service offerings or technologies that we think may be of interest to you .,Our partnerships may also result in products and services that allow you to publish Digital Content that may be shared with our partners .,Many of our customers purchase items from us both online and in our stores .,"In addition , Barnes & Noble owns and operates other operations and businesses and we share and use your personal information with our other business units and operations and may continue to do so even after such business units or operations are sold .","We share your personal information within the Barnes & Noble enterprise ( i ) to help to ensure that you have a superior shopping or browsing experience no matter where you choose to shop or browse with us , ( ii ) to provide customer support and related services , ( iii ) to provide other services and products that might be of interest to you , ( iv ) to provide and/or manage certain cross-company promotions or programs ( e.g . to honor your Barnes & Noble Member Program rewards ) , ( v ) to facilitate purchases of Devices or content ( or other products ) from within the Barnes & Noble enterprise , ( vi ) if we provide you with in store services and/or customer support for Devices and content , ( vii ) in connection with our commercial arrangements and business relationships within the Barnes & Noble enterprise , and ( viii ) as otherwise reasonably determined to provide a comprehensive retail and digital content experience for our joint customers .",Rejected,"partners, products, services, digital content",,3TOK3KHVJU30ACDZ97S51LRZ4LKO79,544,298,370L63GT3D60H5L6G0NFZL7USOZ18V,298,298,298,Tue May 02 10:59:08 PDT 2017,$0.05,,,31682,31685,31684,31683,604800,9,2,3,2,3,2,Sat Apr 22 18:29:45 PDT 2017,31681,"vague, ambiguous, privacy policy",items,"personal information, business units, operations",personal information,0% (0/0),0% (0/1),298
BatchId:2770132;OriginalHitTemplateId:920937305;,(EASY TASK) Select vague words from sentences,A3QJWVR7M9XA1P,,Mon Apr 17 18:31:14 PDT 2017,432000,Thu Apr 27 10:41:12 PDT 2017,385MDVINFC0YCWP9B03AXLDAI0PWJE,,,our partners,Mon May 01 20:28:08 PDT 2017,"Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.",0% (0/0),Thu May 04 10:42:15 PDT 2017,We provide personal information to our partners that provide product and service offerings or technologies that we think may be of interest to you .,Our partnerships may also result in products and services that allow you to publish Digital Content that may be shared with our partners .,Many of our customers purchase items from us both online and in our stores .,"In addition , Barnes & Noble owns and operates other operations and businesses and we share and use your personal information with our other business units and operations and may continue to do so even after such business units or operations are sold .","We share your personal information within the Barnes & Noble enterprise ( i ) to help to ensure that you have a superior shopping or browsing experience no matter where you choose to shop or browse with us , ( ii ) to provide customer support and related services , ( iii ) to provide other services and products that might be of interest to you , ( iv ) to provide and/or manage certain cross-company promotions or programs ( e.g . to honor your Barnes & Noble Member Program rewards ) , ( v ) to facilitate purchases of Devices or content ( or other products ) from within the Barnes & Noble enterprise , ( vi ) if we provide you with in store services and/or customer support for Devices and content , ( vii ) in connection with our commercial arrangements and business relationships within the Barnes & Noble enterprise , and ( viii ) as otherwise reasonably determined to provide a comprehensive retail and digital content experience for our joint customers .",Approved,our partners,,3X87C8JFV7WPEMA7CNIKLHIV6B5SQK,63,298,370L63GT3D60H5L6G0NFZL7USOZ18V,298,298,298,Tue May 02 10:59:08 PDT 2017,$0.05,,,31682,31685,31684,31683,604800,9,3,2,1,2,2,Thu Apr 27 10:42:15 PDT 2017,31681,"vague, ambiguous, privacy policy",(none),are sold,reasonably determined,0% (0/0),96% (65/68),298
BatchId:2770132;OriginalHitTemplateId:920937305;,(EASY TASK) Select vague words from sentences,A1YPX4OBE2YR2V,Not vague terms,Mon Apr 17 18:31:14 PDT 2017,432000,Sun Apr 23 22:50:09 PDT 2017,385MDVINFC0YCWP9B03AXLDAI0PWJE,,Tue Apr 25 10:59:18 PDT 2017,"offerings , technologies",,"Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.",0% (0/12),Sun Apr 30 22:53:02 PDT 2017,We provide personal information to our partners that provide product and service offerings or technologies that we think may be of interest to you .,Our partnerships may also result in products and services that allow you to publish Digital Content that may be shared with our partners .,Many of our customers purchase items from us both online and in our stores .,"In addition , Barnes & Noble owns and operates other operations and businesses and we share and use your personal information with our other business units and operations and may continue to do so even after such business units or operations are sold .","We share your personal information within the Barnes & Noble enterprise ( i ) to help to ensure that you have a superior shopping or browsing experience no matter where you choose to shop or browse with us , ( ii ) to provide customer support and related services , ( iii ) to provide other services and products that might be of interest to you , ( iv ) to provide and/or manage certain cross-company promotions or programs ( e.g . to honor your Barnes & Noble Member Program rewards ) , ( v ) to facilitate purchases of Devices or content ( or other products ) from within the Barnes & Noble enterprise , ( vi ) if we provide you with in store services and/or customer support for Devices and content , ( vii ) in connection with our commercial arrangements and business relationships within the Barnes & Noble enterprise , and ( viii ) as otherwise reasonably determined to provide a comprehensive retail and digital content experience for our joint customers .",Rejected,"publish , shared",,3Z7VU45IPZ2YYUC4M0MDG97QL56Z1C,173,298,370L63GT3D60H5L6G0NFZL7USOZ18V,298,298,298,Tue May 02 10:59:08 PDT 2017,$0.05,,,31682,31685,31684,31683,604800,9,5,5,5,5,5,Sun Apr 23 22:53:02 PDT 2017,31681,"vague, ambiguous, privacy policy","purchase , both","information , sold","cross-company , determined",0% (0/0),7% (1/15),298
BatchId:2770132;OriginalHitTemplateId:920937305;,(EASY TASK) Select vague words from sentences,APU09DW1M2DYI,Missed a lot of vague terms,Mon Apr 17 18:31:14 PDT 2017,432000,Tue Apr 18 23:38:13 PDT 2017,385MDVINFC0YCWP9B03AXLDAI0PWJE,,Wed Apr 19 13:00:58 PDT 2017,personal information,,"Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.",0% (0/0),Tue Apr 25 23:41:38 PDT 2017,We provide personal information to our partners that provide product and service offerings or technologies that we think may be of interest to you .,Our partnerships may also result in products and services that allow you to publish Digital Content that may be shared with our partners .,Many of our customers purchase items from us both online and in our stores .,"In addition , Barnes & Noble owns and operates other operations and businesses and we share and use your personal information with our other business units and operations and may continue to do so even after such business units or operations are sold .","We share your personal information within the Barnes & Noble enterprise ( i ) to help to ensure that you have a superior shopping or browsing experience no matter where you choose to shop or browse with us , ( ii ) to provide customer support and related services , ( iii ) to provide other services and products that might be of interest to you , ( iv ) to provide and/or manage certain cross-company promotions or programs ( e.g . to honor your Barnes & Noble Member Program rewards ) , ( v ) to facilitate purchases of Devices or content ( or other products ) from within the Barnes & Noble enterprise , ( vi ) if we provide you with in store services and/or customer support for Devices and content , ( vii ) in connection with our commercial arrangements and business relationships within the Barnes & Noble enterprise , and ( viii ) as otherwise reasonably determined to provide a comprehensive retail and digital content experience for our joint customers .",Rejected,{},,3ZSANO2JCGSSNXKYY77Q9IEHZO4FSF,205,298,370L63GT3D60H5L6G0NFZL7USOZ18V,298,298,298,Tue May 02 10:59:08 PDT 2017,$0.05,,,31682,31685,31684,31683,604800,9,2,3,1,1,2,Tue Apr 18 23:41:38 PDT 2017,31681,"vague, ambiguous, privacy policy",{},"personal information, other business units, may continue","personal information, related services,",0% (0/0),0% (0/1),298
BatchId:2770132;OriginalHitTemplateId:920937305;,(EASY TASK) Select vague words from sentences,A2QWCJDTZ78E17,Not vague terms,Mon Apr 17 18:31:15 PDT 2017,432000,Thu Apr 20 05:42:33 PDT 2017,3MA5N0ATTCWTNGVRTL3MY0DNXPPWKD,,Tue Apr 25 10:59:36 PDT 2017,"Products, service, purchase, digital, content, connection, customer support,",,"Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.",100% (1/1),Fri Apr 28 15:25:06 PDT 2017,"These products and services may include , without limitation : ( i ) to enable purchases of Digital Content by you and provide Digital Content to you , ( ii ) to allow you to access , view and consume your Digital Content and provide related services to you , ( iii ) to publish certain Digital Content created by users and customers ( as may be more fully set forth in any applicable terms or policies related thereto ) , ( iv ) to create and manage cross company user accounts and applications related to your Devices and Digital Content , including in connection with the integration between the Microsoft user and ID systems and Microsoft commerce platform and our products and services , ( v ) to offer joint product or service offerings , ( vi ) to provide customer support , ( vii ) to provide information to you regarding Microsoft product and service offerings , and ( viii ) as otherwise reasonably determined by us .",Please note that any information provided to Microsoft will be treated by Microsoft in accordance with its applicable privacy policies in effect from time to time .,"We may offer you the opportunity to opt-in to receive information from our partners , which may result in your personal information being shared with our partners .","As part of our ongoing partnership with Microsoft Corporation ( `` Microsoft '' ) , we may share your personal information with Microsoft and its affiliates and subsidiaries under certain circumstances .","If you consent to such sharing ( including , without limitation , in connection with using a Microsoft account ) , Microsoft may use your personal information to provide products and services to you related to your Device , Digital Content and Barnes & Noble and Microsoft services and products .",Rejected,"Information, provided, Microsoft privacy policies",,33M4IA01QHMXM4B6JCD7PF9SHVYXRP,121353,298,370L63GT3D60H5L6G0NFZL7USOZ18V,298,298,298,Tue May 02 10:59:36 PDT 2017,$0.05,,,31688,31691,31690,31689,604800,6,3,1,4,2,4,Fri Apr 21 15:25:06 PDT 2017,31686,"vague, ambiguous, privacy policy","Opportunity, receive information, partners","Partnership, Microsoft corporation, affiliates, subsidiaries, circumstances","Connection, Microsoft account, personal information, products",0% (0/0),13% (1/8),298
BatchId:2770132;OriginalHitTemplateId:920937305;,(EASY TASK) Select vague words from sentences,A1OR9NSHDRMTEY,,Mon Apr 17 18:31:15 PDT 2017,432000,Sun Apr 23 10:25:36 PDT 2017,3MA5N0ATTCWTNGVRTL3MY0DNXPPWKD,,,"otherwise,related,certain",Tue Apr 25 10:59:12 PDT 2017,"Your task is to read a sentence, select vague words from the sentence, and indicate how vague it is.",0% (0/0),Sun Apr 30 10:28:06 PDT 2017,"These products and services may include , without limitation : ( i ) to enable purchases of Digital Content by you and provide Digital Content to you , ( ii ) to allow you to access , view and consume your Digital Content and provide related services to you , ( iii ) to publish certain Digital Content created by users and customers ( as may be more fully set forth in any applicable terms or policies related thereto ) , ( iv ) to create and manage cross company user accounts and applications related to your Devices and Digital Content , including in connection with the integration between the Microsoft user and ID systems and Microsoft commerce platform and our products and services , ( v ) to offer joint product or service offerings , ( vi ) to provide customer support , ( vii ) to provide information to you regarding Microsoft product and service offerings , and ( viii ) as otherwise reasonably determined by us .",Please note that any information provided to Microsoft will be treated by Microsoft in accordance with its applicable privacy policies in effect from time to time .,"We may offer you the opportunity to opt-in to receive information from our partners , which may result in your personal information being shared with our partners .","As part of our ongoing partnership with Microsoft Corporation ( `` Microsoft '' ) , we may share your personal information with Microsoft and its affiliates and subsidiaries under certain circumstances .","If you consent to such sharing ( including , without limitation , in connection with using a Microsoft account ) , Microsoft may use your personal information to provide products and services to you related to your Device , Digital Content and Barnes & Noble and Microsoft services and products .",Approved,"accordance, policies",,3RU7GD8VPPE4EA9SCA3VLCSL15KPS7,150,298,370L63GT3D60H5L6G0NFZL7USOZ18V,298,298,298,Tue May 02 10:59:36 PDT 2017,$0.05,,,31688,31691,31690,31689,604800,6,2,5,3,2,2,Sun Apr 23 10:28:06 PDT 2017,31686,"vague, ambiguous, privacy policy","may, shared","may, certain, circumstances","if, may, limitation",0% (0/0),100% (1/1),298
